title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName,,CompanyUrl
Gebroeders De Wilde b.v.,4.3,28,Amsterdamsestraatweg 11,Naarden,,NL,http://www.de-wilde.nl/,+31 35 694 0944,Keukenwinkel,Aannemer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gebroeders%20De%20Wilde%20b.v.&query_place_id=ChIJFS_MupkTxkcRKH0_MK3rUWA,Keukenwinkel,,https://nl.linkedin.com/company/ingenieurs--en-adviesburo-de-wilde-b.v.
Tegelverkoper Beverwijk,5,3,Steenkade 1,Beverwijk,,NL,https://www.tegelverkoper.nl/,+31 6 17913333,Tegelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tegelverkoper%20Beverwijk&query_place_id=ChIJ_2URBN_xxUcRHuoifRWV5gY,Tegelwinkel,,https://nl.linkedin.com/company/tegelgroep-nederland
Sveervol,5,40,Fazantstraat 2,Wieringerwerf,,NL,http://sveervolwonen.nl/,+31 6 13411794,Woonwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sveervol&query_place_id=ChIJY6FGKzuzyEcRy75nfugi1_o,Woonwinkel,,https://nl.linkedin.com/company/sfeer-nl
Landal Beach Park Texel,4.1,761,Stappeland 12,De Koog,,NL,https://www.landal.com/gotopark/bxl?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,+31 222 317 007,Vakantiepark,Park,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Landal%20Beach%20Park%20Texel&query_place_id=ChIJFWwMiJc6z0cRmTu6tPvQuTI,Vakantiepark,,https://nl.linkedin.com/company/landal
HouthandelOnline,4.4,789,Westrak 57,Wieringerwerf,,NL,https://www.houthandelonline.nl/,+31 226 744 226,Houthandel,Leverancier van bouwmaterialen,,,,,,,,,https://www.google.com/maps/search/?api=1&query=HouthandelOnline&query_place_id=ChIJ-aJsUw-syEcRH9zjCBz88qw,Houthandel,,https://nl.linkedin.com/company/houthandelonline
Kvik Hilversum,4.7,33,Schapenkamp 14,Hilversum,,NL,https://www.kvik.nl/winkel-zoeken/kvik-hilversum?utm_source=google&utm_medium=organic&utm_campaign=website&utm_content=hilversum,+31 35 303 8123,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Leverancier van inbouwmeubilair,Meubelmakerij,Meubelfabrikant,Meubelwinkel,Keukenvernieuwer,Kookwinkel,Projectinrichter,https://www.google.com/maps/search/?api=1&query=Kvik%20Hilversum&query_place_id=ChIJN8bIvxZrxkcRonYqO92KYJ4,Keukenwinkel,,
Cars & Kitchens Europe,4,1,De Star 4U,Enkhuizen,,NL,http://www.carsenkitchens.nl/,+31 228 322 708,Hoofdkantoor,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cars%20%26%20Kitchens%20Europe&query_place_id=ChIJ72EJe5SjyEcRQovmQTnTFRA,Hoofdkantoor,,https://nl.linkedin.com/company/changekitchencompany
Installatieburo IBS Oele Schoo,5,3,Abbewaal 13,Den Burg,,NL,http://www.ibstexel.nl/,+31 222 313 144,Installatiebedrijf,Badkamerinstallateur,Elektriciteitsbedrijf,Elektricien,Elektronicawinkel,Winkel voor open haarden/kachels,Verwarmingsinstallateur,Loodgieter,CV-service,Leverancier van apparatuur voor zonne-energie,https://www.google.com/maps/search/?api=1&query=Installatieburo%20IBS%20Oele%20Schoo&query_place_id=ChIJfT9grewwz0cRlCKfWowOc6E,Installatiebedrijf,,
Roompot Appartementencomplex Bosch en Zee,4.2,489,Dorpsstraat 235,De Koog,,NL,https://www.roompot.nl/parken/appartementencomplex-bosch-en-zee?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,+31 222 327 357,Vakantiepark,Park,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Roompot%20Appartementencomplex%20Bosch%20en%20Zee&query_place_id=ChIJKUVPZJo6z0cRdzYNXW7N11k,Vakantiepark,,
Bouwbedrijf DGH - De Gouden Handjes,4.9,70,Industrieweg 10B,Den Helder,,NL,https://bouwbedrijfdegoudenhandjes.nl/,+31 6 11236165,Aannemer,Bouwbedrijf,Pvc-ramenleverancier,Leverancier van ramen,,,,,,,https://www.google.com/maps/search/?api=1&query=Bouwbedrijf%20DGH%20-%20De%20Gouden%20Handjes&query_place_id=ChIJi1yIKU1Hz0cRpsMkBOJyeXI,Aannemer,,https://www.linkedin.com/company/bouwbedrijf-de-gouden-handjes
Jasper Fijma - Vloer en Interieur,5,3,Oosterhaven 9,Medemblik,,NL,https://jasperfijma.nl/,+31 6 51604235,Hout- en laminaatvloerenleverancier,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jasper%20Fijma%20-%20Vloer%20en%20Interieur&query_place_id=ChIJY0GpISywyEcRDa0SU5s-eL4,Hout- en laminaatvloerenleverancier,,
53 Graden Noord,4.9,15,Spinbaan 1,Den Burg,,NL,https://www.53gradennoord.nl/,+31 222 761 782,Reclamebureau,Grafisch ontwerp,Internetmarketing,Leverancier van promotieartikelen,Winkelinrichting,Winkel voor naam-/gevelborden,Autobestickering,Webdesign,Winkel voor werkkleding,,https://www.google.com/maps/search/?api=1&query=53%20Graden%20Noord&query_place_id=ChIJWVYxK5Qwz0cRgRGjEnAynzM,Reclamebureau,,https://nl.linkedin.com/company/53gradennoord
De Lange Deuren,4.4,18,Nijverheidsweg 11,Grootebroek,,NL,https://www.delangedeuren.nl/?utm_source=google&utm_medium=mijnbedrijf&utm_campaign=websitelink,+31 228 511 269,Deurenleverancier,Kastenwinkel,Leverancier van ramen,,,,,,,,https://www.google.com/maps/search/?api=1&query=De%20Lange%20Deuren&query_place_id=ChIJi66kVUikyEcR3FPiZbngiVU,Deurenleverancier,,
Winkel op Texel,4.8,15,Waalderstraat 23,Den Burg,,NL,http://www.winkeloptexel.nl/,+31 222 322 031,Cadeauwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Winkel%20op%20Texel&query_place_id=ChIJZQq9Lb4wz0cRIgyAwQ-MVx8,Cadeauwinkel,,https://ng.linkedin.com/company/lant-van-texsel
Nic. Poen Loodgietersbedrijf,4.5,33,Bagijnestraat 2,Enkhuizen,,NL,http://www.nicpoen.nl/,+31 228 312 852,Loodgieter,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nic.%20Poen%20Loodgietersbedrijf&query_place_id=ChIJQ4uyzaSjyEcRDa38erKw-20,Loodgieter,,
Schildersonline.nl | Renovlies & Schilderen,4.8,108,Industrieweg 46J,Grootebroek,,NL,http://www.schildersonline.nl/?utm_source=google-my-business&utm_medium=referral&utm_campaign=google-my-business,+31 228 755 138,Schilder,Behangwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Schildersonline.nl%20%7C%20Renovlies%20%26%20Schilderen&query_place_id=ChIJOfBHc0SkyEcRW05Ak9JyeKg,Schilder,,
Aannemingsbedrijf Dozy B.V.,4.2,11,Energieweg 4-A,Den Helder,,NL,https://www.dozybouwt.nl/,+31 223 630 454,Aannemer,Timmerman,Bouwbedrijf,Bouwer van huizen op maat,Winkel,,,,,,https://www.google.com/maps/search/?api=1&query=Aannemingsbedrijf%20Dozy%20B.V.&query_place_id=ChIJ_3kKmhxIz0cRPP0K3Bh7_r0,Aannemer,,https://nl.linkedin.com/company/aannemingsbedrijf-dozy-b-v-
SunWise,4.7,1060,De Vijfhoek 11,Enkhuizen,,NL,http://www.sunwise-screens.nl/,+31 88 506 0222,Leverancier van zonwering,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SunWise&query_place_id=ChIJd4mq7KqjyEcR0t3W7KICG2w,Leverancier van zonwering,,
"De Boet Tuin-, Sfeer- & Kluscentrum",4.5,9269,Ooster Boekelweg 2a,Hoogwoud,,NL,http://www.deboet.nl/,+31 226 352 197,Tuincentrum,Kerstwinkel,Warenhuis,Doe-het-zelfzaak,Bloemist,Tuin,Woonwinkel,Tuinmeubelwinkel,Dierenwinkel,,https://www.google.com/maps/search/?api=1&query=De%20Boet%20Tuin-%2C%20Sfeer-%20%26%20Kluscentrum&query_place_id=ChIJd8zuZdCsyEcRSUzJRwf5-FU,Tuincentrum,,https://nl.linkedin.com/company/tuincentrumdeboet
InstalCenter,3.8,12,Parklaan 7,Hoofddorp,,NL,https://www.instalcenter.nl/vestigingen/hoofddorp?utm_source=google&utm_medium=organic&utm_campaign=gbp,+31 23 561 6352,Installatiebedrijf,Badkamerinstallateur,Loodgieter,CV-service,Dakdekker,,,,,,https://www.google.com/maps/search/?api=1&query=InstalCenter&query_place_id=ChIJi1-K0KvnxUcRtfihNNfd_5w,Installatiebedrijf,,https://nl.linkedin.com/company/instalcenter
tegel outlet Noord-holland,4.5,6,Galvanistraat 28,Heerhugowaard,,NL,http://www.tegeloutlet-nh.nl/,+31 6 20630310,Tegelwinkel,Badkamerinstallateur,Sanitairwinkel,Installatiebedrijf,Keukenwinkel,Natuursteenleverancier,Tegelzetter,,,,https://www.google.com/maps/search/?api=1&query=tegel%20outlet%20Noord-holland&query_place_id=ChIJaWssAApUz0cRozi9uKb45IE,Tegelwinkel,,https://www.linkedin.com/company/tegeloutlet
Woonrijk Langedijk,4.3,445,Middelmoot 5,Broek op Langedijk,,NL,https://www.woonrijk.nl/,+31 226 335 050,Woonwinkel,Sanitairwinkel,Beddenwinkel,Meubelaccessoires,Meubelwinkel,Keukenwinkel,Zitbankenwinkel,,,,https://www.google.com/maps/search/?api=1&query=Woonrijk%20Langedijk&query_place_id=ChIJfW5JUMRXz0cRem0x1MPrFR4,Woonwinkel,,https://nl.linkedin.com/company/woonrijk-langedijk
RDL LOODGIETERS & VLOERVERWARMING,4.8,96,Otterkoog 7A,Alkmaar,,NL,https://www.rdlwonen.nl/,+31 72 785 5410,Loodgieter,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=RDL%20LOODGIETERS%20%26%20VLOERVERWARMING&query_place_id=ChIJYR9Dx0hXz0cR_rLsBLOSDsM,Loodgieter,,https://nl.linkedin.com/company/welwonen
Klusbedrijf Wiebe,5,1,Bernhardlaan 104,Den Burg,,NL,http://www.klusbedrijfwiebe.nl/,+31 222 785 312,Aannemer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Klusbedrijf%20Wiebe&query_place_id=ChIJ14Hg5Hoxz0cRUXFzyUKOr34,Aannemer,,
Grand Hotel Beatrix,4.3,795,Badhuisstraat 2-10,Huisduinen,,NL,http://www.grandhotelbeatrix.nl/,+31 223 624 000,Hotel,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grand%20Hotel%20Beatrix&query_place_id=ChIJGxuZ6XU4z0cR2QgsWLwQzcY,Hotel,,https://nl.linkedin.com/company/grand-hotel-beatrix-
Siemens,4.5,153,Taurusavenue 36 - 1,Hoofddorp,,NL,http://www.siemens-home.bsh-group.com/nl/showroom,+31 88 424 4020,Kookwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Siemens&query_place_id=ChIJKUZmxwznxUcRESR0SxN_KPo,Kookwinkel,,https://www.linkedin.com/company/bsh-nederland/
Thuisin van Brederode,4.6,70,Ravelijncenter 1,Den Helder,,NL,https://thuisin.nl/winkels/van-brederode-den-helder/?utm_campaign=gmb-Thuisin+van+Brederode&utm_medium=organic&utm_source=google-my-business,+31 223 660 013,Woonwinkel,Jaloezie?nwinkel,Kastenwinkel,Tapijtwinkel,Gordijnwinkel,Vloerenwinkel,Binnenhuisarchitect,Verfwinkel,Behangwinkel,,https://www.google.com/maps/search/?api=1&query=Thuisin%20van%20Brederode&query_place_id=ChIJywccDRtIz0cRF8oVsFq3ltc,Woonwinkel,,
Eigenhuis Keukens Hoofddorp,4.6,392,IJweg 987,Hoofddorp,,NL,https://www.eigenhuiskeukens.nl/,+31 23 555 5400,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Eigenhuis%20Keukens%20Hoofddorp&query_place_id=ChIJszbRmDbmxUcR68NXbOdS8z0,Keukenwinkel,,https://nl.linkedin.com/company/eigenhuis-keukens
Tegels - TegelMegaStore Zaandam,4.7,57,Stormhoek 8,Zaandam,,NL,https://tegelmegastore.nl/winkels/zaandam/,+31 75 782 0561,Tegelwinkel,Vloerenwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tegels%20-%20TegelMegaStore%20Zaandam&query_place_id=ChIJR0yDhPb7xUcRLHjnsjq0kq4,Tegelwinkel,,https://nl.linkedin.com/company/tegelmegastore
Tegeloutlet Zaandam,3.6,29,Gerrit Kiststraat 21,Zaandam,,NL,http://www.tegeloutlet-zaandam.nl/,+31 75 614 1625,Tegelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tegeloutlet%20Zaandam&query_place_id=ChIJvVSXitfixUcRbHKvhR5IUFw,Tegelwinkel,,https://www.linkedin.com/company/tegeloutlet
BMN Bouwmaterialen Alkmaar,4.4,132,Ivoorstraat 5,Alkmaar,,NL,https://www.bmn.nl/,+31 72 518 3333,Leverancier van bouwmaterialen,Bouwmarkt,,,,,,,,,https://www.google.com/maps/search/?api=1&query=BMN%20Bouwmaterialen%20Alkmaar&query_place_id=ChIJpax98itWz0cRbP-3Y3N885Q,Leverancier van bouwmaterialen,,https://nl.linkedin.com/company/bmn-nederland
Jaap Vork,5,2,,,,,http://www.jaapvork.com/,+31 6 49744135,Fotograaf,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jaap%20Vork&query_place_id=ChIJv234x2IJxkcR6cqo51uNtuU,Fotograaf,,https://nl.linkedin.com/company/jaap-vork
Piet Boon Bathroom & Salvatori Flagship Store,5,2,Skoon 80D,Oostzaan,,NL,https://pietboon.com/flagship-stores/bathroom/,+31 20 238 2579,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Piet%20Boon%20Bathroom%20%26%20Salvatori%20Flagship%20Store&query_place_id=ChIJt6JtFhPjxUcRaxyXWRrQ04s,Sanitairwinkel,,https://nl.linkedin.com/company/piet-boon-
De Keuken in,4.8,54,Kaaikhof 27,Assendelft,,NL,http://dekeukenin.nl/,+31 75 657 3539,Delicatessenwinkel,Cateringgroothandel in voeding en dranken,Cadeauwinkel,Kookwinkel,Winkel,,,,,,https://www.google.com/maps/search/?api=1&query=De%20Keuken%20in&query_place_id=ChIJz4YPIqP7xUcREuAJGbaRbMI,Delicatessenwinkel,,https://nl.linkedin.com/company/de-kookfabriek
HORNBACH Bouwmarkt Amsterdam,4.2,7305,Berchvliet 14,Amsterdam,,NL,https://www.hornbach.nl/vestigingsinfo/bouwmarkt-amsterdam/,+31 20 754 5200,Bouwmarkt,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=HORNBACH%20Bouwmarkt%20Amsterdam&query_place_id=ChIJy4KzdQrjxUcR08OBT258vWg,Bouwmarkt,,https://nl.linkedin.com/company/hornbach-bouwmarkt-tuincentrum-en-drive-in
Bosma Woningstoffering,5,5,Gasthuisstraat 6,Den Burg,,NL,http://www.bosmawoningstoffering.nl/,+31 222 313 023,Vloerenlegger,Gordijnwinkel,Vloerenwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bosma%20Woningstoffering&query_place_id=ChIJl9WeU-wxz0cREKgdOVs9a9E,Vloerenlegger,,https://nl.linkedin.com/company/bosma-wonen
Miele Experience Center Amsterdam,4.5,190,Van Baerlestraat 42-44,Amsterdam,,NL,https://www.miele.nl/c/miele-experience-center-amsterdam-701.htm?utm_source=google&utm_medium=organic-google-business&utm_campaign=google-business-amsterdam&utm_content=websitelink,+31 347 378 888,Winkel huishoudapparatuur,Leverancier van schoonmaakproducten,Kookwinkel,Stofzuigerwinkel,Winkel voor wasmachines en wasdrogers,,,,,,https://www.google.com/maps/search/?api=1&query=Miele%20Experience%20Center%20Amsterdam&query_place_id=ChIJ4x7SWNsJxkcRJxls1AoPXAk,Winkel huishoudapparatuur,,https://www.linkedin.com/company/miele-netherlands-b-v/
Cosentino City Amsterdam,4.7,31,Van Baerlestraat 39-43,Amsterdam,,NL,https://www.cosentino.com/nl-nl/professionele/cosentino-city/amsterdam/?utm_source=G&utm_medium=Local&utm_campaign=Google-Local,+31 20 808 1872,Leverancier van bouwmaterialen,Badkamerinstallateur,Bouwmarkt,Aanrechtwinkel,Tentoongesteld stuk,Keukenvernieuwer,Marmerleverancier,Exporteur van natuursteen,Natuursteenleverancier,Steenleverancier,https://www.google.com/maps/search/?api=1&query=Cosentino%20City%20Amsterdam&query_place_id=ChIJBxoumMcJxkcRVjXIzKFBwRk,Leverancier van bouwmaterialen,,
Studio HENK Amsterdam Flagship store,4.6,210,Rozengracht 204,Amsterdam,,NL,https://www.studio-henk.nl/nl/stores/amsterdam-flagship-store?utm_source=gmb&utm_medium=organic&utm_campaign=gmb&utm_content=rozengracht,+31 20 233 3820,Meubelwinkel,Meubelmakerij,Interieurarchitectenbureau,Interieurinrichter,,,,,,,https://www.google.com/maps/search/?api=1&query=Studio%20HENK%20Amsterdam%20Flagship%20store&query_place_id=ChIJteyv7WsJxkcRXmCGqBCGK88,Meubelwinkel,,https://nl.linkedin.com/company/studio-henk
WrapConcurrent.nl - Keukenwrap specialisten,4.9,90,Keizersgracht 520 H,Amsterdam,,NL,https://www.wrapconcurrent.nl/,+31 20 210 1179,Keukenvernieuwer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=WrapConcurrent.nl%20-%20Keukenwrap%20specialisten&query_place_id=ChIJEdvcBxlOACQR5ntQs4-Vx6Y,Keukenvernieuwer,,https://nl.linkedin.com/company/indoorwrap
CarpentierMooren Aalsmeer,4.5,68,Oosteinderweg 91,Aalsmeer,,NL,https://www.carpentiermooren.nl/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-aalsmeer,+31 297 380 610,Bouwmarkt,Bouwmaterialenmarkt,IJzerwarenhandelaar,Houthandel,,,,,,,https://www.google.com/maps/search/?api=1&query=CarpentierMooren%20Aalsmeer&query_place_id=ChIJK2V0FKPgxUcR8Ch8N_tDnbw,Bouwmarkt,,
Decormax Wonen&Slapen,4.9,126,Eerste Oosterparkstraat 190,Amsterdam,,NL,https://decormax.nl/,+31 20 463 1953,Vloerenwinkel,Beddenwinkel,Vloerenlegger,Meubelwinkel,Matrassenwinkel,Hout- en laminaatvloerenleverancier,Installateur van houten vloeren,,,,https://www.google.com/maps/search/?api=1&query=Decormax%20Wonen%26Slapen&query_place_id=ChIJGU86-pwJxkcRAUeUhEd9H1s,Vloerenwinkel,,https://uk.linkedin.com/company/decormax-ltd
Basic Floors houten vloeren,4.8,115,Lageweg 20,Hoorn,,NL,http://basicfloors.nl/,+31 229 275 523,Hout- en laminaatvloerenleverancier,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Basic%20Floors%20houten%20vloeren&query_place_id=ChIJp3TRkfqoyEcRGNbn1KytaBo,Hout- en laminaatvloerenleverancier,,https://nl.linkedin.com/company/happy-floors
Spijkerman Interieurs,5,3,Jelle Zijlstraweg 3 b,Zwaag,,NL,https://spijkermaninterieurs.nl/,+31 229 317 127,Meubelmakerij,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Spijkerman%20Interieurs&query_place_id=ChIJ99HE_jqvyEcRU_60-L7cSGY,Meubelmakerij,,https://www.linkedin.com/company/spijkerinterieurbouwendecoratie
123Werkbladen Amsterdam,4.6,79,Kraanspoor 11,Amsterdam,,NL,https://www.123werkbladen.nl/,+31 318 457 777,Aanrechtwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=123Werkbladen%20Amsterdam&query_place_id=ChIJpbqOoMAJxkcR_1ZO25Ho21s,Aanrechtwinkel,,https://nl.linkedin.com/company/123werkbladen
Bouwbedrijf Droomhuis B.V,5,15,Middelmoot 16a,Broek op Langedijk,,NL,https://bouwbedrijfdroomhuis.nl/,+31 6 23043822,Bouwbedrijf,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bouwbedrijf%20Droomhuis%20B.V&query_place_id=ChIJLYMMJyWJjWoRHXEv4UhhKBY,Bouwbedrijf,,https://nl.linkedin.com/company/vanengelengilze
PontMeyer Hoorn,4.7,21,Protonweg 17,Hoorn,,NL,https://www.pontmeyer.nl/vestiging/pontmeyer-hoorn?utm_source=google-places&utm_medium=organic&utm_campaign=google-places-pontmeyer-hoorn,+31 229 212 725,Houthandel,Bouwmarkt,Gereedschapwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=PontMeyer%20Hoorn&query_place_id=ChIJhXozzfaoyEcR8tFWC1ACgJ0,Houthandel,,https://nl.linkedin.com/company/pontmeyer
Holland Mega Interieur,4.3,22,Impuls 39,Purmerend,,NL,https://nlmapsnov.top/details/holland-mega-interieur-ChIJ24k,+31 299 840 845,Vloerenlegger,Badkamerinstallateur,Timmerman,Schilder,Hout- en laminaatvloerenleverancier,,,,,,https://www.google.com/maps/search/?api=1&query=Holland%20Mega%20Interieur&query_place_id=ChIJ24kGUIEHxkcROfv7OrD0rWE,Vloerenlegger,,
Tendenza Design BV Showroom | Alleen op afspraak,4.5,29,Schepnetstraat 3B,Purmerend,,NL,http://www.tendenzadesign.nl/,+31 299 679 771,Vloerenwinkel,Stukadoorsbedrijf,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tendenza%20Design%20BV%20Showroom%20%7C%20Alleen%20op%20afspraak&query_place_id=ChIJXVjnQf4DxkcRZrl838DH624,Vloerenwinkel,,https://nl.linkedin.com/company/zeevang-identity
Tegel Outlet Aalsmeer B.V.,4.3,148,Aalsmeerderweg 249 - D,Aalsmeer,,NL,http://www.tegel-outlet-aalsmeer.nl/,+31 297 547 448,Tegelwinkel,Sanitairwinkel,Vloerenwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tegel%20Outlet%20Aalsmeer%20B.V.&query_place_id=ChIJ5SqLlWDgxUcRnS7nK-GV4mI,Tegelwinkel,,https://www.linkedin.com/company/tegeloutlet
H&M Betonboringen,5,53,Dom Helder C?marastraat 8,Purmerend,,NL,https://hmbz.nl/,+31 85 060 2960,Aannemer voor boren,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=H%26M%20Betonboringen&query_place_id=ChIJBfmZGLhIZiURGiEGIRIS7_U,Aannemer voor boren,,
Carr? Wonen en Slapen,4.6,171,Julianaweg 137a,Volendam,,NL,http://www.carrewonen.nl/,+31 299 364 606,Meubelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Carr%C3%A9%20Wonen%20en%20Slapen&query_place_id=ChIJO1AcYZgExkcR_CJqQOERF_o,Meubelwinkel,,https://nl.linkedin.com/company/carr%C3%A9-wonen-en-slapen
BouwPartner Nieuw Leven BV,4.6,34,Julianaweg 147,Volendam,,NL,http://www.nieuwleven.nl/,+31 299 399 939,Leverancier van bouwmaterialen,Bouwmarkt,Keukenwinkel,Houthandel,Tegelwinkel,,,,,,https://www.google.com/maps/search/?api=1&query=BouwPartner%20Nieuw%20Leven%20BV&query_place_id=ChIJTVL0MJEExkcR5YdfMqL8Ado,Leverancier van bouwmaterialen,,https://nl.linkedin.com/company/nieuw-leven-facility-groep
Four Dukes,5,20,Smederij 4,Amstelveen,,NL,https://www.fourdukes.nl/,+31 6 15498914,Tegelwinkel,Vloerenwinkel,Binnenhuisarchitect,,,,,,,,https://www.google.com/maps/search/?api=1&query=Four%20Dukes&query_place_id=ChIJST239XPhxUcRL64suQb3QNs,Tegelwinkel,,https://nl.linkedin.com/company/fourdukes
Q Loods | De specialist in zelfbouw loodsen,4.2,20,Component 110,Purmerend,,NL,https://www.qloods.nl/?utm_source=Google+Mijn+Bedrijf&utm_medium=Google+Mijn+Bedrijf&utm_campaign=Google+Mijn+Bedrijf,+31 299 451 280,Bouwbedrijf,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Q%20Loods%20%7C%20De%20specialist%20in%20zelfbouw%20loodsen&query_place_id=ChIJP1Ew61nHx0cRkb76s5J0OWs,Bouwbedrijf,,https://nl.linkedin.com/company/q-loods
Goois Tegelhuis BV,5,1,Nieuwe Havenweg 13,Hilversum,,NL,http://www.saninederland.nl/,+31 35 691 1972,Tegelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Goois%20Tegelhuis%20BV&query_place_id=ChIJy9jO_pNsxkcRnPlKWaEUP8A,Tegelwinkel,,https://nl.linkedin.com/company/sanidirect
Winter Badkamers,5,2,Aan de Kromme Sloot,Uitgeest,,NL,https://winterbadkamers.nl/,+31 6 23976514,Badkamerinstallateur,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Winter%20Badkamers&query_place_id=ChIJ8x0rQM_7xUcR4-qxTVV_izQ,Badkamerinstallateur,,https://nl.linkedin.com/company/badkamer.nl
Studio Piet Boon and Piet Boon Living Flagship Store,4.6,43,Skoon 78,Oostzaan,,NL,https://pietboon.com/,+31 20 722 0020,Binnenhuisarchitect,Meubelaccessoires,Meubelwinkel,Woonwinkel,Interieurarchitectenbureau,Interieurdecorateur,Interieurinrichter,,,,https://www.google.com/maps/search/?api=1&query=Studio%20Piet%20Boon%20and%20Piet%20Boon%20Living%20Flagship%20Store&query_place_id=ChIJjzysMU39xUcRyy6If3Hn6cQ,Binnenhuisarchitect,,https://nl.linkedin.com/company/piet-boon-
Autobedrijf Kroonenburg,4.7,163,Dorpsstraat 74,Zwaag,,NL,http://www.kroonenburgautos.nl/,+31 229 239 976,Renault-dealer,Autobedrijf/Garage,Dacia dealer,,,,,,,,https://www.google.com/maps/search/?api=1&query=Autobedrijf%20Kroonenburg&query_place_id=ChIJcYcetz6pyEcRQEgtxFmUUUY,Renault-dealer,,https://nl.linkedin.com/company/kronenburg-techniek
Forbo Expo / Modelwoning,4.5,62,Industrieweg 12,Assendelft,,NL,http://www.forbo.com/flooring/nl-nl/thuis/waar-te-zien/forbo-expo-assendelft/ppsce5/,+31 75 647 7880,Bouwbedrijf,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Forbo%20Expo%20%2F%20Modelwoning&query_place_id=ChIJ4XLVMZD7xUcRsEs4a2cT3vM,Bouwbedrijf,,https://nl.linkedin.com/company/forbo
Tegel Expert | Cruquius,4.4,25,"Spaarneweg 16D, 5",Cruquius,,NL,http://www.de-tegelexpert.nl/,+31 85 301 9552,Tegelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tegel%20Expert%20%7C%20Cruquius&query_place_id=ChIJp077wHfpxUcRwc6G6CAsWRg,Tegelwinkel,,https://nl.linkedin.com/company/tegelexpert-nl
Natuursteen keukenbladen werkbladen Zaandam Amsterdam,4.6,31,Penningweg 79E,Zaandam,,NL,http://www.big-stone.nl/,+31 75 614 0845,Natuursteenleverancier,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Natuursteen%20keukenbladen%20werkbladen%20Zaandam%20Amsterdam&query_place_id=ChIJTx5qW0njxUcRJb9uyB99o80,Natuursteenleverancier,,https://www.linkedin.com/company/bigstone-marketing
Tegels en Laminaat,4.8,199,Noordmeerstraat 19,Hoofddorp,,NL,https://www.tegelsenlaminaat.nl/,+31 23 561 6232,Tegelwinkel,Badkamerinstallateur,Keramiekfabrikant,Keramiekgroothandel,Doe-het-zelfzaak,Vloerenlegger,Vloerenwinkel,Interieurinrichter,Tegelzetter,Hout- en laminaatvloerenleverancier,https://www.google.com/maps/search/?api=1&query=Tegels%20en%20Laminaat&query_place_id=ChIJS6v8z5nnxUcRYG0mikNdoYE,Tegelwinkel,,https://nl.linkedin.com/company/tegels-en-laminaat
