title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName,,CompanyUrl,DecisionMakers,CompanyURN
BMB Tegels en Sanitair,4.6,17,Korte Noorderweg 43-45,Hilversum,,NL,https://www.bmbsanitair.nl/,+31 35 303 7120,Sanitairwinkel,Badkamerinstallateur,Groothandel voor bedrijven,Tegelwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=BMB%20Tegels%20en%20Sanitair&query_place_id=ChIJK8t4y0FrxkcRx0eEIaBelQo,Sanitairwinkel,,https://nl.linkedin.com/company/ba-s-badkamer-sanitairspecialist,Josi Cruz (Jaba) - https://www.linkedin.com/in/josi-cruz-878453144,urn:li:organization:1159475
Plieger Hilversum Express,3.5,4,Nieuwe Havenweg 51,Hilversum,,NL,https://plieger.nl/vestigingen/showrooms/hilversum,+31 35 623 8140,Groothandelaar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Plieger%20Hilversum%20Express&query_place_id=ChIJcXrCvJZsxkcRP2xZ5OC1U5I,Groothandelaar,,https://nl.linkedin.com/company/plieger,Jasper van Dinther (HR Business Partner) - https://www.linkedin.com/in/jasper-van-dinther-a35b0a26 ; Monique Klein (Voorzitter Showroomcommissie) - https://www.linkedin.com/in/monique-klein-1a0a25205 ; Erik Plieger (Test Analyst) - https://www.linkedin.com/in/erik-plieger-4262908 ; Nicole Weijers - Vernooy (HR Business Partner) - https://www.linkedin.com/in/nicole-weijers-vernooy-2ba36a29 ; Gerben Plieger (Mede-eigenaar) - https://www.linkedin.com/in/gerben-plieger-089998a8,urn:li:organization:537520
Vonk installatietechniek,3.7,3,Kruiszwin 3304,Julianadorp,,NL,http://www.vonkinstallatietechniek.nl/,+31 6 81685305,Installatiebedrijf,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vonk%20installatietechniek&query_place_id=ChIJn2Ew3mtHz0cRNTImqwk8VDA,Installatiebedrijf,,https://nl.linkedin.com/company/bedrijfsverlichting-nl,Riley van Loo (Founder) - https://www.linkedin.com/in/rileyvanloo ; René van Loo (Co-owner & projectmanager) - https://www.linkedin.com/in/rené-van-loo-7b752191,urn:li:organization:9243529
Bouma installatietechniek,5,46,,,,,https://www.boumainstallatietechniek.nl/,+31 6 20110515,Installatiebedrijf,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bouma%20installatietechniek&query_place_id=ChIJq-19--yilGQRBWlgNs3gtdY,Installatiebedrijf,,https://nl.linkedin.com/company/bouma-technisch-installatiebedrijf,Lourens Koster (Mede-eigenaar) - https://www.linkedin.com/in/lourens-koster-295717139,urn:li:organization:18005967
Tegel Ambacht Hilversum,4.8,22,Janseniushof 42,Hilversum,,NL,http://www.tegelambacht.nl/,+31 35 683 7766,Badkamerinstallateur,Airconditioningwinkel,Sanitairwinkel,Verwarmingsinstallateur,CV-service,Tegelzetter,Tegelwinkel,,,,https://www.google.com/maps/search/?api=1&query=Tegel%20Ambacht%20Hilversum&query_place_id=ChIJf7wBtpJsxkcR_7YUmitVpJU,Badkamerinstallateur,,https://nl.linkedin.com/company/toptegels-nl,"Bram Boer (Directeur Eigenaar) - https://www.linkedin.com/in/bram-boer-56689b36 ; Demi Boer (Commercieel medewerker, social media & marketing manager) - https://www.linkedin.com/in/demi-boer-8a9567a7",urn:li:organization:86759383
Landal Vakantiepark Callassande,4.1,1381,Voorweg 5A,Callantsoog,,NL,https://www.landal.nl/parken/vakantiepark-callassande?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,+31 224 581 663,Kampeerterrein,Vakantiepark,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Landal%20Vakantiepark%20Callassande&query_place_id=ChIJTcRTJOZFz0cRRGJQYZY8jVg,Kampeerterrein,,https://nl.linkedin.com/company/landal,Tjalling Smit (Chief Commercial Officer) - https://www.linkedin.com/in/tjalling-smit-629581 ; Cees van Vliet (COO) - https://www.linkedin.com/in/ceesvanvliet69 ; Mikael Andersson () - https://www.linkedin.com/in/mikael-andersson-b012abb ; Enrico Ferrari (Growth Strategy & Acceleration Partner) - https://www.linkedin.com/in/enricof ; Jesse Topelberg (Recruitment Business Partner) - https://www.linkedin.com/in/jesse-topelberg-59646812,urn:li:organization:164674
Grand Hotel Opduin,4.4,1084,Ruijslaan 22,De Koog,,NL,http://www.opduin.nl/,+31 222 317 445,Hotel,Schoonheidssalon,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grand%20Hotel%20Opduin&query_place_id=ChIJcRxPEMKEx0cRd85BOMhZYYM,Hotel,,https://nl.linkedin.com/company/grand-hotel-opduin,Ilona van de Poel (Sales & Marketing Manager) - https://www.linkedin.com/in/ilonavandepoel ; Esmee Kaal (Commercieel manager) - https://www.linkedin.com/in/esmeekaal ; Justus Zegel (Restaurantmanager) - https://www.linkedin.com/in/justus-zegel-200593120 ; Jonas Atia (Junior Front Office Medewerker) - https://www.linkedin.com/in/jonas-atia-82959b2b4 ; Wouter Petit (Directeur) - https://www.linkedin.com/in/wouter-petit-a1bbb8b3,urn:li:organization:1385197
Cam Badkamers,5,107,,,,,http://www.cam-badkamers.nl/,+31 6 12368180,Badkamerinstallateur,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cam%20Badkamers&query_place_id=ChIJVR53QhpFSmERSW1yvuQXw_c,Badkamerinstallateur,,https://nl.linkedin.com/company/badkamer.nl,Faizal Hofman (Directeur) - https://www.linkedin.com/in/faizal-hofman-8a8a50a8,urn:li:organization:2087979
Hummel Wooncomfort & kozijnen,4.6,49,Kerkweg 36,Heemskerk,,NL,http://www.hummel-kozijnen.nl/,+31 251 234 484,Woonwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hummel%20Wooncomfort%20%26%20kozijnen&query_place_id=ChIJjwRn8r_wxUcRWCJxszNDlpg,Woonwinkel,,https://nl.linkedin.com/company/hermeskozijnen,Jeroen van den Akker (Algemeen directeur operations) - https://www.linkedin.com/in/jeroen-van-den-akker-aa2a8558 ; Rob Kuijpers (werkvoorbereider) - https://www.linkedin.com/in/rob-kuijpers-658a49a2 ; Marti Van Bommel (Werkvoorbereider) - https://www.linkedin.com/in/marti-van-bommel-29b355243 ; Geert Draad (Productieleider) - https://www.linkedin.com/in/geert-draad-768406390 ; Arjan Van Voskuilen (Chauffeur) - https://www.linkedin.com/in/arjan-van-voskuilen-68761a313,urn:li:organization:76991422
Residence Westduin,4.8,100,Westerduinweg 5,Sint Maartensvlotbrug,,NL,https://www.residencewestduin.nl/,+31 224 745 212,Vakantiepark,Hotel,Vakantieappartement,,,,,,,,https://www.google.com/maps/search/?api=1&query=Residence%20Westduin&query_place_id=ChIJh4R8bXKpyEcR6FeLD_j3Jh4,Vakantiepark,,https://nl.linkedin.com/company/residencewestduin,Kees Verbeek (Ondernemer / Mede-eigenaar) - https://www.linkedin.com/in/kees-verbeek-67498811,urn:li:organization:69344048
MMTegelwerken,5,2,Korvetstraat 112,Den Helder,,NL,https://www.mmtegelwerken.nl/,+31 6 46444340,Tegelzetter,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MMTegelwerken&query_place_id=ChIJF0QZUI1Hz0cRxRkM0BQA7PU,Tegelzetter,,https://nl.linkedin.com/company/mikes-tegelwerk,Mike van Erp (Eigenaar) - https://www.linkedin.com/in/mike-van-erp-5657a9178 ; A Akalai (Ondernemer) - https://www.linkedin.com/in/a-akalai-14577b132,urn:li:organization:79765861
M.A. Vos BV,4.6,40,Iepenlaan 14,Bussum,,NL,http://www.vosbadkamers.nl/,+31 35 693 7018,Badkamerinstallateur,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=M.A.%20Vos%20BV&query_place_id=ChIJK04ZyGcTxkcRtviggbwW5hg,Badkamerinstallateur,,https://www.linkedin.com/company/badkamer.nl,Faizal Hofman (Directeur) - https://www.linkedin.com/in/faizal-hofman-8a8a50a8,urn:li:organization:2087979
Tegelwerk kesteloo,4.3,6,,,,,https://www.instagram.com/kesteloo_tegelwerk/,+31 6 11721131,Tegelzetter,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tegelwerk%20kesteloo&query_place_id=ChIJz6PQYAq3TGwRps84XDh3UlQ,Tegelzetter,,,,
Landal Beach Resort Ooghduyne,4.2,1724,Van Foreestweg 20,Julianadorp,,NL,https://www.landal.com/gotopark/one?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,+31 223 640 100,Vakantiepark,Park,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Landal%20Beach%20Resort%20Ooghduyne&query_place_id=ChIJYY9TNj1Gz0cRkx9n1zhzUxw,Vakantiepark,,https://nl.linkedin.com/company/landal,Tjalling Smit (Chief Commercial Officer) - https://www.linkedin.com/in/tjalling-smit-629581 ; Cees van Vliet (COO) - https://www.linkedin.com/in/ceesvanvliet69 ; Mikael Andersson () - https://www.linkedin.com/in/mikael-andersson-b012abb ; Enrico Ferrari (Growth Strategy & Acceleration Partner) - https://www.linkedin.com/in/enricof ; Jesse Topelberg (Recruitment Business Partner) - https://www.linkedin.com/in/jesse-topelberg-59646812,urn:li:organization:164674
Dormio Villapark Duynzicht,4.4,244,Noorder Sandt 6,Julianadorp,,NL,https://www.dormio.nl/resorts-hotels/dormio-villapark-duynzicht?utm_website=organic&utm_medium=google,+31 224 583 452,Vakantiepark,Lodge,Park,Vakantieappartement,,,,,,,https://www.google.com/maps/search/?api=1&query=Dormio%20Villapark%20Duynzicht&query_place_id=ChIJw08vbjVGz0cRdtUsjXuBQec,Vakantiepark,,,,
Landal Villapark Vogelmient,4.3,293,Ruijslaan 41,De Koog,,NL,https://www.landal.com/gotopark/vmt?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,+31 222 317 100,Vakantiepark,Park,Vakantiecomplex,,,,,,,,https://www.google.com/maps/search/?api=1&query=Landal%20Villapark%20Vogelmient&query_place_id=ChIJVyvLxpM6z0cRHdiR1KSMczs,Vakantiepark,,https://nl.linkedin.com/company/landal,Tjalling Smit (Chief Commercial Officer) - https://www.linkedin.com/in/tjalling-smit-629581 ; Cees van Vliet (COO) - https://www.linkedin.com/in/ceesvanvliet69 ; Mikael Andersson () - https://www.linkedin.com/in/mikael-andersson-b012abb ; Enrico Ferrari (Growth Strategy & Acceleration Partner) - https://www.linkedin.com/in/enricof ; Jesse Topelberg (Recruitment Business Partner) - https://www.linkedin.com/in/jesse-topelberg-59646812,urn:li:organization:164674
Sanidirect Hilversum - Badkamers en tegels,4.6,94,Verlengde Zuiderloswal 32,Hilversum,,NL,https://www.sanidirect.nl/winkels/hilversum?utm_source=google&utm_medium=gmb&utm_campaign=hilversum,+31 35 544 8093,Sanitairwinkel,Badkamerinstallateur,Douchedeurwinkel,Tegelwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanidirect%20Hilversum%20-%20Badkamers%20en%20tegels&query_place_id=ChIJoyXTPZpsxkcRWnkm3yoW2Go,Sanitairwinkel,,https://nl.linkedin.com/company/sanidirect,Ismail Turkmenoglu (Co-Owner) - https://www.linkedin.com/in/ismailturkmenoglu ; Martijn Meijer (Ondernemer) - https://www.linkedin.com/in/martijn-meijer-0280946b ; Loek UijtdeHaag (Owner sanidirect Breda en Barendrecht.) - https://www.linkedin.com/in/loek-uijtdehaag-824aa055 ; Joseph Woo (Franchise-eigenaar) - https://www.linkedin.com/in/joseph-woo-712852b6 ; Fleur van Dijk (Franchise-eigenaar) - https://www.linkedin.com/in/fleur-van-dijk-058496183,urn:li:organization:36148066
"Nooddouche, verbouwingsdouche verhuur, tijdelijke douche, mobiele douche, zorgdouche douche huren toilet huren",4.9,108,Jelle Zijlstraweg 4,Zwaag,,NL,https://verbouwingsdouche.nl/,+31 229 313 029,Verhuurbedrijf voor apparatuur,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nooddouche%2C%20verbouwingsdouche%20verhuur%2C%20tijdelijke%20douche%2C%20mobiele%20douche%2C%20zorgdouche%20douche%20huren%20toilet%20huren&query_place_id=ChIJI0o1GsdVz0cRp8uGlJPmAUk,Verhuurbedrijf voor apparatuur,,https://www.linkedin.com/company/altijddouchen,Bradley Vulperhorst (Eigenaar) - https://www.linkedin.com/in/bradley-vulperhorst-58b486389,urn:li:organization:93141999
T-HagenBouw,4.9,88,Middenhavenstraat 70,IJmuiden,,NL,https://www.t-hagenbouw.nl/,+31 6 18065876,Aannemer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=T-HagenBouw&query_place_id=ChIJl__uDcvxxUcRrcnx7FWv6yo,Aannemer,,,,
Zona Cucina - Italiaanse keukens,5,2,Deltazijde 12h,Blaricum,,NL,http://www.zona-cucina.nl/,+31 35 526 9997,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Zona%20Cucina%20-%20Italiaanse%20keukens&query_place_id=ChIJTZqxRp0VxkcRKNIvUrsvwB0,Keukenwinkel,,https://nz.linkedin.com/company/zona-cucina,Karen Marchand (Owner/Partner) - https://www.linkedin.com/in/karen-marchand-bb715540,urn:li:organization:1906001
Bosch Duin Strand,4.5,205,Jan Verfailleweg 622A,Den Helder,,NL,http://www.boschduinstrand.nl/,+31 6 53948372,Hotel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bosch%20Duin%20Strand&query_place_id=ChIJO1b2EJVHz0cRi9qv9o4q858,Hotel,,https://nl.linkedin.com/company/landgoed-bosch-en-duin,Joy Boelens (Directeur / Eigenaar) - https://www.linkedin.com/in/joy-boelens-02a845102 ; Domenica Tunzi (Gastvrouw) - https://www.linkedin.com/in/domenica-tunzi-03092005- ; Sam Bergmans (Gastheer/-vrouw en ober) - https://www.linkedin.com/in/sam-bergmans-58b765260 ; Moritz Klaasse (Horeca) - https://www.linkedin.com/in/moritz-klaasse-280715330 ; Sem Pruijsen (Ober) - https://www.linkedin.com/in/sem-pruijsen-a01619292,urn:li:organization:60139938
Brisk-projecten,5,1,Oud-Loosdrechtsedijk 272A,Loosdrecht,,NL,https://www.brisk-projecten.nl/,+31 6 53990038,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Brisk-projecten&query_place_id=ChIJMcCgdihuxkcRHBe7J9-XkhI,Sanitairwinkel,,https://nl.linkedin.com/company/brisk-projecten,Arnold de Boer (Owner) - https://www.linkedin.com/in/arnold-de-boer-4b393818,urn:li:organization:10294452
boekenplankenopmaat,4.9,68,Havenkade 21,Middenmeer,,NL,http://www.boekenplankenopmaat.nl/,+31 6 30445950,Meubelmakerij,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=boekenplankenopmaat&query_place_id=ChIJJ_NaSdzlxUcR2EoWdfli16E,Meubelmakerij,,https://www.linkedin.com/company/boekenplankenopmaat-nl,Pieter Appelman (Ondernemer) - https://www.linkedin.com/in/pieterappelman ; Daniel Kraak (Medewerker) - https://www.linkedin.com/in/daniel-kraak-845628216,urn:li:organization:5318423
Van der Valk Hotel Hollands Kroon,4.1,2707,Terpstraat 49,Wieringerwerf,,NL,https://www.hotelhollandskroon.nl/?utm_campaign=gmb-wie,+31 227 601 717,Hotel,Bar,Evenementenlocatie,Fitnessruimte,Multifunctionele ruimte,Restaurant,Winkel,,,,https://www.google.com/maps/search/?api=1&query=Van%20der%20Valk%20Hotel%20Hollands%20Kroon&query_place_id=ChIJ7QUS3Xm0yEcRP-HGuKE68jI,Hotel,,,,
Sanitair Experts | Zorgeloos een nieuwe badkamer,5,26,Vaartweg 26,Hilversum,,NL,https://www.sanitairexperts.nl/,+31 6 51688965,Sanitairwinkel,Badkamerinstallateur,Installatiebedrijf,Loodgieter,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanitair%20Experts%20%7C%20Zorgeloos%20een%20nieuwe%20badkamer&query_place_id=ChIJ29KOJ6NrxkcRs3AAbZFrxG4,Sanitairwinkel,,https://nl.linkedin.com/company/sanitair-experts,Steve Poort (Founder/Owner) - https://www.linkedin.com/in/steve-poort-11511482,urn:li:organization:104022339
Rosa Bian & ZN Terrazzo,5,11,Bangert 36,Medemblik,,NL,https://rosabian.nl/,+31 6 53528886,Natuursteenleverancier,Aanrechtwinkel,Vloerafwerkingsbedrijf,Schuur- en polijstservice voor vloeren,Vloerenlegger,Leverancier van graniet,Keukenvernieuwer,,,,https://www.google.com/maps/search/?api=1&query=Rosa%20Bian%20%26%20ZN%20Terrazzo&query_place_id=ChIJeQqzyC2wyEcRvKWrDnJKzrk,Natuursteenleverancier,,https://www.linkedin.com/company/rosa-bian-terrazzo/,Carlo Rosabian (Eigenaar) - https://www.linkedin.com/in/carlo-rosabian-236500343,urn:li:organization:107562590
Wilms installatietechniek,3.8,44,Ravelijncenter 39,Den Helder,,NL,http://www.wilmsinstallatietechniek.nl/,+31 223 630 900,Installatiebedrijf,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Wilms%20installatietechniek&query_place_id=ChIJWwKdlCRJz0cRaCEt0FgU65g,Installatiebedrijf,,https://nl.linkedin.com/company/wilms-den-helder-bv,Jeroen Wilms (Directeur) - https://www.linkedin.com/in/jeroen-wilms-3b83b850 ; Martijn Lont (Projectleider) - https://www.linkedin.com/in/martijn-lont-616b8819b ; Youri Jansma (Projectleider) - https://www.linkedin.com/in/youri-jansma-a1a30a222 ; Sander Tiggelman (Projectleider verduurzaming) - https://www.linkedin.com/in/sander-tiggelman ; Dirk den Iseger (Adviseur Elektrotechniek) - https://www.linkedin.com/in/dirk-den-iseger-6826b873,urn:li:organization:25069649
Unishore Workwear,4.6,391,Handelsweg 6,Den Helder,,NL,https://www.unishoreworkwear.com/?utm_source=googlemijnbedrijf&utm_medium=organic&utm_campaign=vestiging&utm_content=denhelder,+31 223 661 300,Winkel voor werkkleding,Borduurapplicatieservice,Veiligheid en gezondheid op het werk,Leverancier van beschermende kleding,Zeefdrukwinkel,Schoenenwinkel,Winkel voor uniformen,Groothandelaar,,,https://www.google.com/maps/search/?api=1&query=Unishore%20Workwear&query_place_id=ChIJRY3bYxxIz0cR7M66LhdQ350,Winkel voor werkkleding,,https://nl.linkedin.com/company/unishoreworkwear.com,Gerhard Koorn (Founder & CEO ) - https://www.linkedin.com/in/gerhardkoorn ; Petra Koorn (Eigenaar) - https://www.linkedin.com/in/petrakoorn,urn:li:organization:2013872
Gebroeders De Wilde b.v.,4.3,28,Amsterdamsestraatweg 11,Naarden,,NL,http://www.de-wilde.nl/,+31 35 694 0944,Keukenwinkel,Aannemer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gebroeders%20De%20Wilde%20b.v.&query_place_id=ChIJFS_MupkTxkcRKH0_MK3rUWA,Keukenwinkel,,https://nl.linkedin.com/company/ingenieurs--en-adviesburo-de-wilde-b.v.,Jeroen de Wilde (Owner) - https://www.linkedin.com/in/jeroen-de-wilde-8162a7b ; Floor Beentjes (Entrepreneur In Residence) - https://www.linkedin.com/in/floor-beentjes-645894167,urn:li:organization:1678356
Tegelverkoper Beverwijk,5,3,Steenkade 1,Beverwijk,,NL,https://www.tegelverkoper.nl/,+31 6 17913333,Tegelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tegelverkoper%20Beverwijk&query_place_id=ChIJ_2URBN_xxUcRHuoifRWV5gY,Tegelwinkel,,https://nl.linkedin.com/company/tegelgroep-nederland,Stephan Baan (Managing Director) - https://www.linkedin.com/in/stephanbaan ; Wilfred Versteege (Managing director) - https://www.linkedin.com/in/wilfred-versteege-81898b26 ; Petra Peperkamp (Managementassistente van de uitvoerend directeur) - https://www.linkedin.com/in/petra-peperkamp-57295336 ; Ted van der Velde (Algemeen) - https://www.linkedin.com/in/ted-van-der-velde-014872262 ; Marcus Steenbergen (Algemeen directeur) - https://www.linkedin.com/in/marcus-steenbergen-524585206,urn:li:organization:1151311
Sveervol,5,40,Fazantstraat 2,Wieringerwerf,,NL,http://sveervolwonen.nl/,+31 6 13411794,Woonwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sveervol&query_place_id=ChIJY6FGKzuzyEcRy75nfugi1_o,Woonwinkel,,https://nl.linkedin.com/company/sfeer-nl,Amil Borad (Managing Director) - https://www.linkedin.com/in/amil-borad-b5b17ab8 ; • Bjorn V. (Sfeermaker / Owner) - https://www.linkedin.com/in/bjornv5,urn:li:organization:18993144
Landal Beach Park Texel,4.1,761,Stappeland 12,De Koog,,NL,https://www.landal.com/gotopark/bxl?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,+31 222 317 007,Vakantiepark,Park,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Landal%20Beach%20Park%20Texel&query_place_id=ChIJFWwMiJc6z0cRmTu6tPvQuTI,Vakantiepark,,https://nl.linkedin.com/company/landal,Tjalling Smit (Chief Commercial Officer) - https://www.linkedin.com/in/tjalling-smit-629581 ; Cees van Vliet (COO) - https://www.linkedin.com/in/ceesvanvliet69 ; Mikael Andersson () - https://www.linkedin.com/in/mikael-andersson-b012abb ; Enrico Ferrari (Growth Strategy & Acceleration Partner) - https://www.linkedin.com/in/enricof ; Jesse Topelberg (Recruitment Business Partner) - https://www.linkedin.com/in/jesse-topelberg-59646812,urn:li:organization:164674
HouthandelOnline,4.4,789,Westrak 57,Wieringerwerf,,NL,https://www.houthandelonline.nl/,+31 226 744 226,Houthandel,Leverancier van bouwmaterialen,,,,,,,,,https://www.google.com/maps/search/?api=1&query=HouthandelOnline&query_place_id=ChIJ-aJsUw-syEcRH9zjCBz88qw,Houthandel,,https://nl.linkedin.com/company/houthandelonline,John Filippini (Head of purchasing & Sales) - https://www.linkedin.com/in/john-filippini-b77abb242 ; Elke Van Eijk - de Jong (Hoofd marketing & IT) - https://www.linkedin.com/in/elke-van-eijk-de-jong-7a321798 ; Renée Joon (Inkoopmedewerker) - https://www.linkedin.com/in/reneejoon ; Laura Klabbers (HR-medewerkster) - https://www.linkedin.com/in/laura-klabbers-580749158 ; Marjolein Tick (Financieel controller) - https://www.linkedin.com/in/marjolein-tick-4b03b268,urn:li:organization:70395024
Kvik Hilversum,4.7,33,Schapenkamp 14,Hilversum,,NL,https://www.kvik.nl/winkel-zoeken/kvik-hilversum?utm_source=google&utm_medium=organic&utm_campaign=website&utm_content=hilversum,+31 35 303 8123,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Leverancier van inbouwmeubilair,Meubelmakerij,Meubelfabrikant,Meubelwinkel,Keukenvernieuwer,Kookwinkel,Projectinrichter,https://www.google.com/maps/search/?api=1&query=Kvik%20Hilversum&query_place_id=ChIJN8bIvxZrxkcRonYqO92KYJ4,Keukenwinkel,,,,
Cars & Kitchens Europe,4,1,De Star 4U,Enkhuizen,,NL,http://www.carsenkitchens.nl/,+31 228 322 708,Hoofdkantoor,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cars%20%26%20Kitchens%20Europe&query_place_id=ChIJ72EJe5SjyEcRQovmQTnTFRA,Hoofdkantoor,,https://nl.linkedin.com/company/changekitchencompany,"Lotta Croiset van Uchelen Feberwee (Strategy Partner) - https://www.linkedin.com/in/lottacvuf ; Ray Pijpers (Managing Consultant & Partner) - https://www.linkedin.com/in/raymondpijpers ; René Vos van Reenen (Bestuurder) - https://www.linkedin.com/in/renévosvanreenen ; 🙌 Raymond Eilander (Changekitchen, Partner - Managing Consultant - Executive Coach) - https://www.linkedin.com/in/raymondeilander",urn:li:organization:18448468
Installatieburo IBS Oele Schoo,5,3,Abbewaal 13,Den Burg,,NL,http://www.ibstexel.nl/,+31 222 313 144,Installatiebedrijf,Badkamerinstallateur,Elektriciteitsbedrijf,Elektricien,Elektronicawinkel,Winkel voor open haarden/kachels,Verwarmingsinstallateur,Loodgieter,CV-service,Leverancier van apparatuur voor zonne-energie,https://www.google.com/maps/search/?api=1&query=Installatieburo%20IBS%20Oele%20Schoo&query_place_id=ChIJfT9grewwz0cRlCKfWowOc6E,Installatiebedrijf,,,,
Roompot Appartementencomplex Bosch en Zee,4.2,489,Dorpsstraat 235,De Koog,,NL,https://www.roompot.nl/parken/appartementencomplex-bosch-en-zee?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,+31 222 327 357,Vakantiepark,Park,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Roompot%20Appartementencomplex%20Bosch%20en%20Zee&query_place_id=ChIJKUVPZJo6z0cRdzYNXW7N11k,Vakantiepark,,,,
Bouwbedrijf DGH - De Gouden Handjes,4.9,70,Industrieweg 10B,Den Helder,,NL,https://bouwbedrijfdegoudenhandjes.nl/,+31 6 11236165,Aannemer,Bouwbedrijf,Pvc-ramenleverancier,Leverancier van ramen,,,,,,,https://www.google.com/maps/search/?api=1&query=Bouwbedrijf%20DGH%20-%20De%20Gouden%20Handjes&query_place_id=ChIJi1yIKU1Hz0cRpsMkBOJyeXI,Aannemer,,https://www.linkedin.com/company/bouwbedrijf-de-gouden-handjes,Baset Nadeem (Eigenaar) - https://www.linkedin.com/in/baset-nadeem-899b22107,urn:li:organization:92700566
Jasper Fijma - Vloer en Interieur,5,3,Oosterhaven 9,Medemblik,,NL,https://jasperfijma.nl/,+31 6 51604235,Hout- en laminaatvloerenleverancier,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jasper%20Fijma%20-%20Vloer%20en%20Interieur&query_place_id=ChIJY0GpISywyEcRDa0SU5s-eL4,Hout- en laminaatvloerenleverancier,,,,
53 Graden Noord,4.9,15,Spinbaan 1,Den Burg,,NL,https://www.53gradennoord.nl/,+31 222 761 782,Reclamebureau,Grafisch ontwerp,Internetmarketing,Leverancier van promotieartikelen,Winkelinrichting,Winkel voor naam-/gevelborden,Autobestickering,Webdesign,Winkel voor werkkleding,,https://www.google.com/maps/search/?api=1&query=53%20Graden%20Noord&query_place_id=ChIJWVYxK5Qwz0cRgRGjEnAynzM,Reclamebureau,,https://nl.linkedin.com/company/53gradennoord,Chris Ellen (Eigenaar / Artdirector) - https://www.linkedin.com/in/chris-ellen-09388857,urn:li:organization:1494152
De Lange Deuren,4.4,18,Nijverheidsweg 11,Grootebroek,,NL,https://www.delangedeuren.nl/?utm_source=google&utm_medium=mijnbedrijf&utm_campaign=websitelink,+31 228 511 269,Deurenleverancier,Kastenwinkel,Leverancier van ramen,,,,,,,,https://www.google.com/maps/search/?api=1&query=De%20Lange%20Deuren&query_place_id=ChIJi66kVUikyEcR3FPiZbngiVU,Deurenleverancier,,,,
Winkel op Texel,4.8,15,Waalderstraat 23,Den Burg,,NL,http://www.winkeloptexel.nl/,+31 222 322 031,Cadeauwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Winkel%20op%20Texel&query_place_id=ChIJZQq9Lb4wz0cRIgyAwQ-MVx8,Cadeauwinkel,,https://ng.linkedin.com/company/lant-van-texsel,Gaurav Jee (Financial Advisor) - https://www.linkedin.com/in/gaurav-jee-923609350 ; paul esselman (Dga) - https://www.linkedin.com/in/paul-esselman-b96360304 ; agnetha vestergaard (pensionist) - https://www.linkedin.com/in/agnetha-vestergaard-71a3a459,urn:li:organization:2233528
Nic. Poen Loodgietersbedrijf,4.5,33,Bagijnestraat 2,Enkhuizen,,NL,http://www.nicpoen.nl/,+31 228 312 852,Loodgieter,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nic.%20Poen%20Loodgietersbedrijf&query_place_id=ChIJQ4uyzaSjyEcRDa38erKw-20,Loodgieter,,,,
